Issue ID,Commit Link,Title
CASSANDRA-11097,https://github.com/apache/cassandra/commit/0240a4659d761f06f94f8cd97097f2d0ad2d220c,Introduce optional timeouts for idle client sessions
CASSANDRA-13006,https://github.com/apache/cassandra/commit/02aba7343ce300397ab672bbb1788aa8182d8a48,Rely on the JVM to handle OutOfMemoryErrors
CASSANDRA-13987,https://github.com/apache/cassandra/commit/05cb556f90dbd1929a180254809e05620265419b,More frequent commitlog chained markers
CASSANDRA-14798,https://github.com/apache/cassandra/commit/0766f7e54182d04ecf5a15a732f5ec7951d62326,Improve wording around partitioner selection
CASSANDRA-13625,https://github.com/apache/cassandra/commit/082af0a9ba6b5dde26055fcb9ddd2085e4240381,Remove unused max_value_size_in_mb config setting
CASSANDRA-14314,https://github.com/apache/cassandra/commit/11496039fb18bb45407246602e31740c56d28157,Correct and clarify SSLFactory.getSslContext method and call site
CASSANDRA-13656,https://github.com/apache/cassandra/commit/12d4e2f189fb228250edc876963d0c74b5ab0d4f,Change default start_native_transport to true and remove from jvm.options
CASSANDRA-13418,https://github.com/apache/cassandra/commit/14d67d81c57d6387c77bd85c57b342d285880835,Allow to skip overlapings checks
CASSANDRA-14991,https://github.com/apache/cassandra/commit/16ef9ac37c21c4f9091cd1f3658e54abddab8ad8,SSL Cert Hot Reloading should check for sanity of the new keystore/truststore before loading it
CASSANDRA-14580,https://github.com/apache/cassandra/commit/176d4bac22c356c80e275dcb4040bc5cbd0da1c2,Make PeriodicCommitLogService.blockWhenSyncLagsNanos configurable
CASSANDRA-14275,https://github.com/apache/cassandra/commit/19d26bcb80219bce0089fbe8942a34e3a331fd17,Add ability to specify driver name and version
CASSANDRA-14303,https://github.com/apache/cassandra/commit/1f19d5f7a243cc4227da923459f5eb2f66066778,Auto-expand replication_factor for NetworkTopologyStrategy
CASSANDRA-15202,https://github.com/apache/cassandra/commit/2117e2af00603f5fb2181e53dbcba190b2eab861,Make repair coordination less expensive by moving MerkleTrees off heap
CASSANDRA-14173,https://github.com/apache/cassandra/commit/28ee665b3c0c9238b61a871064f024d54cddcc79,Remove dependencies on JVM internals for JMX support
CASSANDRA-13910,https://github.com/apache/cassandra/commit/2fcd29b830e7b201e7047d283de385d5f1c427b5,Eliminate background repair and probablistic read_repair_chance table option
CASSANDRA-14938,https://github.com/apache/cassandra/commit/3ddfbc8f5871c78bde26e96a936e96deeccb4366,Add specialized IndexRegistry for offline tools/clients
CASSANDRA-14372,https://github.com/apache/cassandra/commit/42827e6a6709c4ba031e0a137a3bab257f88b54f,Yaml comments: data_file_directories distributes data evenly by partitioning its token ranges.
CASSANDRA-13518,https://github.com/apache/cassandra/commit/428eaa3e37cab7227c81fdf124d29dfc1db4257c,Add storage port options to sstableloader
CASSANDRA-14566,https://github.com/apache/cassandra/commit/47a12c52a313258307ab88392f75c5866d9a2bb1,Stream entire SSTables when possible
CASSANDRA-15007,https://github.com/apache/cassandra/commit/47d4971b56d97ba8a528f7c17bfd6b11f1ababa3,Fix SimpleStrategy option validation
CASSANDRA-14352,https://github.com/apache/cassandra/commit/4991ca26aa424286ebdee89742d35e813f9e9259,Clean up parsing speculative retry params from string
CASSANDRA-12245,https://github.com/apache/cassandra/commit/4c80eeece37d79f434078224a0504400ae10a20d,Parallelize initial materialized view build
CASSANDRA-14084,https://github.com/apache/cassandra/commit/50e6e721b2a81da7f11f60a2fa405fd46e5415d4,Fix imbalanced disks when replacing node with same address with JBOD
CASSANDRA-14226,https://github.com/apache/cassandra/commit/518ddbf9d21491d341a3d7e2f2a2e65409595e07,Better document in code InetAddressAndPort usage post 7544
CASSANDRA-12526,https://github.com/apache/cassandra/commit/53c0ef171424454c47d64a9326b0ba83cd743a50,Bump SSTable level instead of rewriting SSTable completely during single-sstable compactions
CASSANDRA-13985,https://github.com/apache/cassandra/commit/54de771e643e9cc64d1f5dd28b5de8a9a91a219e,Add network auth
CASSANDRA-7544,https://github.com/apache/cassandra/commit/59b5b6bef0fa76bf5740b688fcd4d9cf525760d0,Allow storage port to be configurable per nodePatch
CASSANDRA-15013,https://github.com/apache/cassandra/commit/5a03898c680ed6ada63901e8a4b278ccc8070717,Prevent client requests from blocking on executor task queue
CASSANDRA-13897,https://github.com/apache/cassandra/commit/5b23054f10f4d6553e8dacbf53bd59e552f2a031,Round buffer size to powers of 2 for the chunk cache
CASSANDRA-14467,https://github.com/apache/cassandra/commit/5d8767765090cd968c39008f76b0cd795d6e5032,Add option to sanity check tombstones on reads/compaction
CASSANDRA-14145,https://github.com/apache/cassandra/commit/5fbb938adaafd91e7bea1672f09a03c7ac5b9b9d,Detect inconsistencies in repaired data on the read path
CASSANDRA-13614,https://github.com/apache/cassandra/commit/613a8b43d2b5a425080653898b28bde6cd7eb9ba,Add 'nodetool getbatchlogreplaythrottle' and 'nodetool setbatchlogreplaythrottle
CASSANDRA-13594,https://github.com/apache/cassandra/commit/62d39f6544e3fbcbc268aecbb3a46950dcba2bf0,Use an ExecutorService for repair commands instead of new Thread(..).start()
CASSANDRA-14373,https://github.com/apache/cassandra/commit/6e00ab956eb0148a74e926666862e4cc78936301,Allow using custom script for chronicle queue BinLog archival
CASSANDRA-14659,https://github.com/apache/cassandra/commit/7b61b0be88ef1fcc29646ae8bdbb05da825bc1b2,Disable old native protocol versions on demand
CASSANDRA-14654,https://github.com/apache/cassandra/commit/7df67eff2d66dba4bed2b4f6aeabf05144d9b057,Reduce heap pressure during compactions
CASSANDRA-15002,https://github.com/apache/cassandra/commit/7f634feb7cf1fdb135133946ffd75efa681b8cb7,Avoid leaking threads when remote nodes fail anticompaction and rate limit anticompactions
CASSANDRA-14297,https://github.com/apache/cassandra/commit/801cb70ee811c956e987718a00695638d5bec1b6,Startup checker should wait for count rather than percentage
CASSANDRA-14225,https://github.com/apache/cassandra/commit/834f2a6ecdb8974839762bf4e9c5fed32163f9c8,Fix comparison of address and port for repair and messages
CASSANDRA-14153,https://github.com/apache/cassandra/commit/8587b0ceb47fa54308dfa9b0bfdc320e6afdc311,Delete temp test files on exit
CASSANDRA-13299,https://github.com/apache/cassandra/commit/8ef71f3f29fb040cce18ba158ff5f289b388c30b,Throttle base partitions during MV repair streaming to prevent OOM
CASSANDRA-13651,https://github.com/apache/cassandra/commit/96ef514917e5a4829dbe864104dbc08a7d0e0cec,Remove Netty timed batching and instead do the batch during next eventLoop invocation after a write has been enqueued. 
CASSANDRA-15019,https://github.com/apache/cassandra/commit/99ce007c5beb7988ce83fb1443a1e0ca259264cc,Correctly set repaired data tracking flag on range commands
CASSANDRA-13622,https://github.com/apache/cassandra/commit/a586f6c88dab173663b765261d084ed8410efe81,Improve config validation and documentation on overflow and NPE
CASSANDRA-14525,https://github.com/apache/cassandra/commit/a6196a3a79b67dc6577747e591456328e57c314f,Do not enable native transport if bootstrap is pending
CASSANDRA-14435,https://github.com/apache/cassandra/commit/a79e5903b552e40f77c151e23172f054ffb7f39e,Add JMX query support for diagnostic events
CASSANDRA-13983,https://github.com/apache/cassandra/commit/ae837806bd07dbb8b881960feeeeb90c1a665d93,Support a means of logging all queries as they were invoked.
CASSANDRA-12014,https://github.com/apache/cassandra/commit/ae88fd6c79b066f12ad76c2c1bfc1620d86bdbc5,Avoid assertion error when IndexSummary > 2G
CASSANDRA-14092,https://github.com/apache/cassandra/commit/b2949439ec62077128103540e42570238520f4ee,Protect against overflow of local expiration time
CASSANDRA-13740,https://github.com/apache/cassandra/commit/b2f6ce961f38a3e4cd744e102026bf7a471056c9,Delay hints store excise by write timeout to avoid race with decommission
CASSANDRA-14096,https://github.com/apache/cassandra/commit/b30c8c98a594a5682f6ea1f0b5511463b700b6e8,Improve merkle tree size and time on heap
CASSANDRA-14855,https://github.com/apache/cassandra/commit/b82a42fd9ae99dc115ec04339f4265096bb45044,Disable immediate flusher by default for cassandra-3.0 and cassandra-3.11
CASSANDRA-13993,https://github.com/apache/cassandra/commit/b86801e95a58c5f1a9c779b21fa57136e0225d61,Add optional startup delay to wait until peers are ready
CASSANDRA-13959,https://github.com/apache/cassandra/commit/b8697441d7a051e7ff68def6aa9cf14bd92ace9e,"Add flag to disable materialized views, and warnings on creation"
CASSANDRA-14800,https://github.com/apache/cassandra/commit/bd0cef9a369ae9245b45040796a6e10f51e522ce,Avoid using DatabaseDescriptor in ProtocolVersion
CASSANDRA-14358,https://github.com/apache/cassandra/commit/bfbc5274f2b3a5af2cbbe9679f0e78f1066ef638,Partitioned outbound internode TCP connections can occur when nodes restart
CASSANDRA-13884,https://github.com/apache/cassandra/commit/c22ee2bd451d030e99cfb65be839bbc735a5352f,Add sstableloader OPTION to accept target keyspace name
CASSANDRA-15059,https://github.com/apache/cassandra/commit/c3ce32e239b1ba41faf1d58a942465b9bf45b986,Fix assorted gossip races and add related runtime checks
CASSANDRA-3200,https://github.com/apache/cassandra/commit/cb56d9fc3c773abbefa2044ce41ddbfb7717e0cb,Add option to optimize Merkle tree comparison across replicas
CASSANDRA-14716,https://github.com/apache/cassandra/commit/cdeac4992bdb1f569c3a04b628ded7e5351364ee,Make CONTENT_CHECKSUM protocol OPTION values case insensitive
CASSANDRA-13699,https://github.com/apache/cassandra/commit/cf4a0576a6f2b8f2d828a8b14140f212803adb7c,Allow to set batch_size_warn_threshold_in_kb via JMX
CASSANDRA-14197,https://github.com/apache/cassandra/commit/d14a9266c7ddff0589fdbe7a1836217b8bb8b394,Automatic sstable upgrades
CASSANDRA-9375,https://github.com/apache/cassandra/commit/d2dcd7f884cc997905c820d7cef8c9fc886ff4f7,force minumum timeout value
CASSANDRA-14134,https://github.com/apache/cassandra/commit/d6e508f33c1a7274b5826ad9d5ce814d719bd848,Migrate dtests to use pytest and python3
CASSANDRA-14108,https://github.com/apache/cassandra/commit/db788fe860dfd69f06ab97ae35fa67fcf2517b6d,Improve commit log chain marker updating
CASSANDRA-14482,https://github.com/apache/cassandra/commit/dccf53061a61e7c632669c60cd94626e405518e9,ZSTD Compressor support in Cassandra
CASSANDRA-14081,https://github.com/apache/cassandra/commit/df51d0cbbaaa99aea9bc2a582f788f9170dbdc03,Remove unused and deprecated methods from AbstractCompactionStrategy
CASSANDRA-14726,https://github.com/apache/cassandra/commit/e645b9172c5d50fc2af407de724e46121edfe109,ReplicaCollection follow-up
CASSANDRA-14866,https://github.com/apache/cassandra/commit/e6a61be8c857106d5d99a270b2d17de9f84c4d67,"Add flag to disable SASI indexes, and warning on creation"
CASSANDRA-13669,https://github.com/apache/cassandra/commit/ea62d8862c311e3d9b64d622bea0a68d3825aa7d,Validate supported column type with SASI analyzer
CASSANDRA-13910,https://github.com/apache/cassandra/commit/eaf9bf18b2ec50713170a9ca472c34586b17a5a3,Deprecate background repair and probablistic read_repair_chance table option
CASSANDRA-13975,https://github.com/apache/cassandra/commit/f1e850a492126572efc636a6838cff90333806b9,Add flag to allow dropping oversized read repair mutations
CASSANDRA-14821,https://github.com/apache/cassandra/commit/f22fec927de7ac291266660c2f34de5b8cc1c695,Introduce in-jvm distributed tests
CASSANDRA-13530,https://github.com/apache/cassandra/commit/f3f90c1896eab4f3fb5507b0cf348e2f149db5d1,Add GroupCommitLogService
CASSANDRA-14498,https://github.com/apache/cassandra/commit/f46762eeca9f5d7e32e731573a8c3e521b70fc05,Audit log allows system keyspaces to be audited via configuration options
CASSANDRA-12151,https://github.com/apache/cassandra/commit/f56871b88be1e8965f166769c12cfa43313bac74,Audit logging for database activity
CASSANDRA-14404,https://github.com/apache/cassandra/commit/f7431b432875e334170ccdb19934d05545d2cebd,Transient Replication and Cheap Quorums
CASSANDRA-14619,https://github.com/apache/cassandra/commit/f83bd5ac2bbc6755213a6ad0675e7e5400c79670,Add fqltool comparePatch by marcuse
CASSANDRA-13664,https://github.com/apache/cassandra/commit/ff06424faccc8acedd027c71e955a38fd8ddee6c,Only optimize large ranges when figuring out where to stream from
CASSANDRA-14995,https://github.com/apache/cassandra/commit/ff73c33ab78f70cd0e70280c89e8d8a46f5536d8,lean up all javadoc related errors
CASSANDRA-14855,https://github.com/apache/cassandra/commit/fff6eec2903ee85f648535dd051c9bc72631f524,Backport ImmediateFlusher to cassandra-3.0 and cassandra-3.11
CASSANDRAd4054e0cf,https://github.com/apache/cassandra/commit/d4054e0cf88bdf85cbde33b6416a6eb20da876e2,"ninja: Fix ""No newline at end of file"" in c*.yaml"
CASSANDRA-15260,https://github.com/apache/cassandra/commit/068d2d37c6fbdb60546821c4d408a84161fd1cb6,Add `allocate_tokens_for_local_rf` yaml option for token allocation that doesn't require keyspace knowledge/existence
CASSANDRA-15193,https://github.com/apache/cassandra/commit/0388d89e29393d0b1f50baa24848bc8cb0a7c9a3,Allow max protocol version to be cappedPatch
CASSANDRA-15277,https://github.com/apache/cassandra/commit/860de83a02f3b7711e842a58a073802b9920a1a1,Enable nodetool/JMX resizing of processing stage executor pool
CASSANDRA-13990,https://github.com/apache/cassandra/commit/7c5904753f4ede492f1a5a5e68edfe37651a5be6,Remove obsolete OldNetworkTopologyStrategy
CASSANDRA-15295,https://github.com/apache/cassandra/commit/3a8300e0b86c4acfb7b7702197d36cc39ebe94bc,Avoid deadlock during CommitLog initialization